"","rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","Weight","True.Positive","Real.ID"
"615",615,67004,"UF2-12",20240610,8,0,57,"Kentucky Warbler",0.303349643945694,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080000.wav",24,0.2,0,NA
"616",616,66998,"UF3-1",20240606,6,3,27,"Kentucky Warbler",0.259491205215454,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060300.wav",23,0.2,NA,NA
"617",617,67005,"UF2-4",20240606,6,4,21,"Kentucky Warbler",0.525386214256287,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060400.wav",23,0.7,NA,NA
"618",618,67005,"UF2-4",20240526,6,1,42,"Kentucky Warbler",0.257447153329849,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060100.wav",21,0.2,NA,NA
"619",619,67005,"UF2-4",20240602,7,0,27,"Kentucky Warbler",0.256255477666855,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_070000.wav",22,0.2,NA,NA
"620",620,66998,"UF3-1",20240611,6,0,48,"Kentucky Warbler",0.521357357501984,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060000.wav",24,0.7,NA,NA
"621",621,67000,"UF3-9",20240604,8,2,12,"Kentucky Warbler",0.31739205121994,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_080200.wav",23,0.2,NA,NA
"622",622,67007,"UF2-9",20240604,7,3,36,"Kentucky Warbler",0.301999986171722,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_070300.wav",23,0.2,NA,NA
"623",623,66998,"UF3-1",20240607,6,1,42,"Kentucky Warbler",0.490894764661789,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_060100.wav",23,0.2,NA,NA
"624",624,67003,"UF2-1",20240523,6,4,9,"Kentucky Warbler",0.224398881196976,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240523_060400.wav",21,0.1,NA,NA
"625",625,67005,"UF2-4",20240602,7,0,12,"Kentucky Warbler",0.519960701465607,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_070000.wav",22,0.7,NA,NA
"626",626,67007,"UF2-9",20240607,8,2,54,"Kentucky Warbler",0.330322742462158,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_080200.wav",23,0.2,NA,NA
"627",627,67003,"UF2-1",20240609,7,1,45,"Kentucky Warbler",0.293524265289307,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_070100.wav",23,0.2,NA,NA
"628",628,67005,"UF2-4",20240607,8,1,21,"Kentucky Warbler",0.264977782964706,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_080100.wav",23,0.2,NA,NA
"629",629,67007,"UF2-9",20240525,7,0,0,"Kentucky Warbler",0.264634341001511,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_070000.wav",21,0.2,NA,NA
"630",630,66998,"UF3-1",20240611,7,4,12,"Kentucky Warbler",0.221753910183907,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_070400.wav",24,0.1,NA,NA
"631",631,67004,"UF2-12",20240526,6,0,27,"Kentucky Warbler",0.308279663324356,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060000.wav",21,0.2,NA,NA
"632",632,67007,"UF2-9",20240605,6,4,48,"Kentucky Warbler",0.218184188008308,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060400.wav",23,0.1,NA,NA
"633",633,67002,"UF3-4",20240611,6,4,27,"Kentucky Warbler",0.266843527555466,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060400.wav",24,0.2,NA,NA
"634",634,67007,"UF2-9",20240526,6,0,18,"Kentucky Warbler",0.326709508895874,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060000.wav",21,0.2,NA,NA
"635",635,67005,"UF2-4",20240602,7,0,51,"Kentucky Warbler",0.413631051778793,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_070000.wav",22,0.2,NA,NA
"636",636,67004,"UF2-12",20240605,6,0,9,"Kentucky Warbler",0.253490060567856,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060000.wav",23,0.2,NA,NA
"637",637,67006,"UF2-6",20240520,6,4,15,"Kentucky Warbler",0.258596420288086,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240520_060400.wav",21,0.2,NA,NA
"638",638,67001,"UF3-7",20240613,8,4,9,"Kentucky Warbler",0.200925305485725,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_080400.wav",24,0.1,NA,NA
"639",639,67003,"UF2-1",20240526,6,3,36,"Kentucky Warbler",0.547139823436737,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060300.wav",21,0.7,NA,NA
"640",640,67004,"UF2-12",20240605,6,3,36,"Kentucky Warbler",0.214087545871735,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060300.wav",23,0.1,NA,NA
"641",641,67005,"UF2-4",20240610,6,3,36,"Kentucky Warbler",0.216510206460953,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_060300.wav",24,0.1,NA,NA
"642",642,67001,"UF3-7",20240610,8,2,24,"Kentucky Warbler",0.203976288437843,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080200.wav",24,0.1,NA,NA
"643",643,67001,"UF3-7",20240622,6,1,24,"Kentucky Warbler",0.26902824640274,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240622_060100.wav",25,0.2,NA,NA
"644",644,66999,"UF3-2",20240605,7,0,9,"Kentucky Warbler",0.295321613550186,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_070000.wav",23,0.2,NA,NA
"645",645,67005,"UF2-4",20240612,8,1,9,"Kentucky Warbler",0.356560677289963,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240612_080100.wav",24,0.2,NA,NA
"646",646,67003,"UF2-1",20240604,7,3,18,"Kentucky Warbler",0.340689092874527,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_070300.wav",23,0.2,NA,NA
"647",647,67005,"UF2-4",20240611,8,4,39,"Kentucky Warbler",0.297060668468475,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_080400.wav",24,0.2,NA,NA
"648",648,67005,"UF2-4",20240605,6,1,48,"Kentucky Warbler",0.348649680614471,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060100.wav",23,0.2,NA,NA
"649",649,67005,"UF2-4",20240610,8,4,9,"Kentucky Warbler",0.266224563121796,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080400.wav",24,0.2,NA,NA
"650",650,66998,"UF3-1",20240603,7,4,21,"Kentucky Warbler",0.329954266548157,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240603_070400.wav",23,0.2,NA,NA
"651",651,66998,"UF3-1",20240611,6,3,30,"Kentucky Warbler",0.551445722579956,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060300.wav",24,0.7,NA,NA
"652",652,67007,"UF2-9",20240525,6,3,30,"Kentucky Warbler",0.266223967075348,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_060300.wav",21,0.2,NA,NA
"653",653,67003,"UF2-1",20240523,6,2,15,"Kentucky Warbler",0.297650992870331,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240523_060200.wav",21,0.2,NA,NA
"654",654,67003,"UF2-1",20240613,6,2,0,"Kentucky Warbler",0.483863681554794,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_060200.wav",24,0.2,NA,NA
"655",655,67007,"UF2-9",20240522,7,1,18,"Kentucky Warbler",0.33331361413002,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240522_070100.wav",21,0.2,NA,NA
"656",656,67005,"UF2-4",20240608,7,4,30,"Kentucky Warbler",0.353934407234192,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240608_070400.wav",23,0.2,NA,NA
"657",657,67003,"UF2-1",20240526,6,4,27,"Kentucky Warbler",0.697727560997009,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060400.wav",21,0.7,NA,NA
"658",658,67005,"UF2-4",20240606,8,3,33,"Kentucky Warbler",0.235359400510788,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_080300.wav",23,0.1,NA,NA
"659",659,66998,"UF3-1",20240610,6,2,39,"Kentucky Warbler",0.346547812223434,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_060200.wav",24,0.2,NA,NA
"660",660,66998,"UF3-1",20240528,8,1,36,"Kentucky Warbler",0.234277009963989,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_080100.wav",22,0.1,NA,NA
"661",661,67003,"UF2-1",20240610,6,4,0,"Kentucky Warbler",0.359880417585373,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_060400.wav",24,0.2,NA,NA
"662",662,66998,"UF3-1",20240603,6,0,54,"Kentucky Warbler",0.222176179289818,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240603_060000.wav",23,0.1,NA,NA
"663",663,67004,"UF2-12",20240604,6,1,33,"Kentucky Warbler",0.315407335758209,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_060100.wav",23,0.2,NA,NA
"664",664,66998,"UF3-1",20240528,7,0,48,"Kentucky Warbler",0.319614708423615,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_070000.wav",22,0.2,NA,NA
"665",665,67007,"UF2-9",20240611,8,1,39,"Kentucky Warbler",0.227702558040619,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_080100.wav",24,0.1,NA,NA
"666",666,67000,"UF3-9",20240601,6,1,21,"Kentucky Warbler",0.289387106895447,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240601_060100.wav",22,0.2,NA,NA
"667",667,67007,"UF2-9",20240604,6,3,45,"Kentucky Warbler",0.244125187397003,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_060300.wav",23,0.1,NA,NA
"668",668,67001,"UF3-7",20240622,8,2,3,"Kentucky Warbler",0.276498377323151,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240622_080200.wav",25,0.2,NA,NA
"669",669,66998,"UF3-1",20240612,6,0,33,"Kentucky Warbler",0.358484923839569,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240612_060000.wav",24,0.2,NA,NA
"670",670,67007,"UF2-9",20240613,7,0,9,"Kentucky Warbler",0.301966786384583,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_070000.wav",24,0.2,NA,NA
"671",671,66998,"UF3-1",20240605,7,0,21,"Kentucky Warbler",0.322754770517349,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_070000.wav",23,0.2,NA,NA
"672",672,67003,"UF2-1",20240609,6,3,3,"Kentucky Warbler",0.787676870822906,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060300.wav",23,0.7,NA,NA
"673",673,66998,"UF3-1",20240529,6,0,30,"Kentucky Warbler",0.262002319097519,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_060000.wav",22,0.2,NA,NA
"674",674,67001,"UF3-7",20240629,6,1,15,"Kentucky Warbler",0.20355050265789,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240629_060100.wav",26,0.1,NA,NA
"675",675,66998,"UF3-1",20240609,8,3,0,"Kentucky Warbler",0.252568393945694,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_080300.wav",23,0.2,NA,NA
"676",676,66999,"UF3-2",20240602,6,0,9,"Kentucky Warbler",0.217056840658188,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_060000.wav",22,0.1,NA,NA
"677",677,67007,"UF2-9",20240526,8,0,48,"Kentucky Warbler",0.350913941860199,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_080000.wav",21,0.2,NA,NA
"678",678,67003,"UF2-1",20240610,7,2,3,"Kentucky Warbler",0.397476732730865,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_070200.wav",24,0.2,NA,NA
"679",679,67003,"UF2-1",20240610,7,4,21,"Kentucky Warbler",0.236439108848572,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_070400.wav",24,0.1,NA,NA
"680",680,66998,"UF3-1",20240606,7,3,6,"Kentucky Warbler",0.26397517323494,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_070300.wav",23,0.2,NA,NA
"681",681,67006,"UF2-6",20240526,7,0,18,"Kentucky Warbler",0.226030737161636,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_070000.wav",21,0.1,NA,NA
"682",682,66998,"UF3-1",20240531,8,2,30,"Kentucky Warbler",0.224967867136002,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240531_080200.wav",22,0.1,NA,NA
"683",683,67005,"UF2-4",20240520,8,0,21,"Kentucky Warbler",0.255583494901657,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240520_080000.wav",21,0.2,NA,NA
"684",684,67007,"UF2-9",20240528,7,1,57,"Kentucky Warbler",0.462286680936813,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_070100.wav",22,0.2,NA,NA
"685",685,67003,"UF2-1",20240606,6,1,21,"Kentucky Warbler",0.429428786039352,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060100.wav",23,0.2,NA,NA
"686",686,67004,"UF2-12",20240529,6,4,24,"Kentucky Warbler",0.253910541534424,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_060400.wav",22,0.2,NA,NA
"687",687,67006,"UF2-6",20240526,6,0,15,"Kentucky Warbler",0.268949210643768,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060000.wav",21,0.2,NA,NA
"688",688,66998,"UF3-1",20240609,6,0,36,"Kentucky Warbler",0.311290681362152,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060000.wav",23,0.2,NA,NA
"689",689,67007,"UF2-9",20240526,6,3,21,"Kentucky Warbler",0.401446670293808,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060300.wav",21,0.2,NA,NA
"690",690,67007,"UF2-9",20240602,7,3,45,"Kentucky Warbler",0.215165868401527,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_070300.wav",22,0.1,NA,NA
"691",691,67003,"UF2-1",20240613,6,3,39,"Kentucky Warbler",0.298420041799545,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_060300.wav",24,0.2,NA,NA
"692",692,67005,"UF2-4",20240606,6,1,30,"Kentucky Warbler",0.56414383649826,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060100.wav",23,0.7,NA,NA
"693",693,67005,"UF2-4",20240609,6,4,54,"Kentucky Warbler",0.417655199766159,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060400.wav",23,0.2,NA,NA
"694",694,67004,"UF2-12",20240526,6,0,42,"Kentucky Warbler",0.463212907314301,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060000.wav",21,0.2,NA,NA
"695",695,67002,"UF3-4",20240610,7,4,45,"Kentucky Warbler",0.250095903873444,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_070400.wav",24,0.2,NA,NA
"696",696,67003,"UF2-1",20240605,7,2,0,"Kentucky Warbler",0.261493235826492,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_070200.wav",23,0.2,NA,NA
"697",697,66998,"UF3-1",20240605,6,4,57,"Kentucky Warbler",0.563941061496735,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060400.wav",23,0.7,NA,NA
"698",698,67000,"UF3-9",20240529,6,2,33,"Kentucky Warbler",0.375592529773712,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_060200.wav",22,0.2,NA,NA
"699",699,67007,"UF2-9",20240528,6,0,57,"Kentucky Warbler",0.273824065923691,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_060000.wav",22,0.2,NA,NA
"700",700,67007,"UF2-9",20240525,7,1,0,"Kentucky Warbler",0.321921795606613,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_070100.wav",21,0.2,NA,NA
"701",701,67006,"UF2-6",20240530,7,2,6,"Northern Parula",0.330969899892807,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240530_070200.wav",22,0.2,NA,NA
"702",702,67005,"UF2-4",20240612,7,3,18,"Northern Parula",0.290945261716843,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240612_070300.wav",24,0.2,NA,NA
"703",703,67003,"UF2-1",20240528,8,4,3,"Northern Parula",0.322549551725388,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240528_080400.wav",22,0.2,NA,NA
"704",704,67003,"UF2-1",20240528,6,0,57,"Northern Parula",0.251431375741959,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240528_060000.wav",22,0.2,NA,NA
"705",705,67003,"UF2-1",20240518,8,1,15,"Northern Parula",0.229833334684372,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240518_080100.wav",20,0.1,NA,NA
"706",706,67006,"UF2-6",20240525,8,0,18,"Northern Parula",0.790774941444397,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240525_080000.wav",21,0.7,NA,NA
"707",707,67006,"UF2-6",20240613,7,0,36,"Northern Parula",0.901282727718353,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240613_070000.wav",24,0.7,NA,NA
"708",708,67006,"UF2-6",20240610,7,1,33,"Northern Parula",0.772420704364777,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240610_070100.wav",24,0.7,NA,NA
"709",709,67006,"UF2-6",20240612,8,0,39,"Northern Parula",0.588263094425201,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240612_080000.wav",24,0.7,NA,NA
"710",710,67005,"UF2-4",20240606,7,0,30,"Northern Parula",0.309712320566177,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240606_070000.wav",23,0.2,NA,NA
"711",711,67005,"UF2-4",20240601,8,0,30,"Northern Parula",0.201311066746712,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240601_080000.wav",22,0.1,NA,NA
"712",712,67005,"UF2-4",20240613,8,1,0,"Northern Parula",0.2650166451931,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240613_080100.wav",24,0.2,NA,NA
"713",713,67006,"UF2-6",20240605,8,1,6,"Northern Parula",0.901007115840912,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240605_080100.wav",23,0.7,NA,NA
"714",714,67005,"UF2-4",20240606,7,0,12,"Northern Parula",0.662495732307434,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240606_070000.wav",23,0.7,NA,NA
"715",715,67006,"UF2-6",20240525,8,3,30,"Northern Parula",0.245276406407356,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240525_080300.wav",21,0.1,NA,NA
"716",716,67006,"UF2-6",20240613,7,0,6,"Northern Parula",0.807933330535889,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240613_070000.wav",24,0.7,NA,NA
"717",717,67006,"UF2-6",20240608,8,3,42,"Northern Parula",0.804685771465302,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240608_080300.wav",23,0.7,NA,NA
"718",718,67003,"UF2-1",20240603,8,1,15,"Northern Parula",0.288166701793671,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240603_080100.wav",23,0.2,NA,NA
"719",719,67006,"UF2-6",20240608,8,2,54,"Northern Parula",0.678910613059998,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240608_080200.wav",23,0.7,NA,NA
"720",720,67006,"UF2-6",20240605,8,0,45,"Northern Parula",0.254689157009125,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240605_080000.wav",23,0.2,NA,NA
"721",721,67006,"UF2-6",20240610,7,1,48,"Northern Parula",0.636281669139862,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240610_070100.wav",24,0.7,NA,NA
"722",722,67003,"UF2-1",20240531,8,4,3,"Northern Parula",0.599581003189087,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240531_080400.wav",22,0.7,NA,NA
"723",723,67004,"UF2-12",20240609,8,3,0,"Northern Parula",0.3111352622509,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240609_080300.wav",23,0.2,NA,NA
"724",724,67006,"UF2-6",20240530,7,0,12,"Northern Parula",0.641518294811249,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240530_070000.wav",22,0.7,NA,NA
"725",725,67004,"UF2-12",20240522,8,2,57,"Northern Parula",0.278091877698898,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240522_080200.wav",21,0.2,NA,NA
"726",726,67006,"UF2-6",20240605,8,0,54,"Northern Parula",0.50628387928009,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240605_080000.wav",23,0.7,NA,NA
"727",727,67004,"UF2-12",20240523,8,2,57,"Northern Parula",0.297313630580902,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240523_080200.wav",21,0.2,NA,NA
"728",728,67004,"UF2-12",20240609,8,2,51,"Northern Parula",0.239949703216553,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240609_080200.wav",23,0.1,NA,NA
"729",729,67006,"UF2-6",20240608,8,4,3,"Northern Parula",0.959915220737457,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240608_080400.wav",23,0.7,NA,NA
"730",730,67007,"UF2-9",20240609,7,1,3,"Northern Parula",0.280452102422714,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240609_070100.wav",23,0.2,NA,NA
"731",731,67003,"UF2-1",20240528,8,4,21,"Northern Parula",0.216011598706245,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240528_080400.wav",22,0.1,NA,NA
"732",732,67005,"UF2-4",20240604,6,0,54,"Northern Parula",0.249267518520355,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240604_060000.wav",23,0.1,NA,NA
"733",733,67005,"UF2-4",20240611,8,4,24,"Northern Parula",0.30823165178299,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240611_080400.wav",24,0.2,NA,NA
"734",734,67006,"UF2-6",20240610,6,0,54,"Northern Parula",0.206736207008362,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240610_060000.wav",24,0.1,NA,NA
"735",735,67006,"UF2-6",20240605,8,1,48,"Northern Parula",0.69950795173645,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240605_080100.wav",23,0.7,NA,NA
"736",736,67005,"UF2-4",20240613,8,3,48,"Northern Parula",0.447730541229248,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240613_080300.wav",24,0.2,NA,NA
"737",737,67006,"UF2-6",20240608,8,2,30,"Northern Parula",0.862383425235748,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240608_080200.wav",23,0.7,NA,NA
"738",738,67000,"UF3-9",20240522,8,4,51,"Northern Parula",0.475247353315353,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240522_080400.wav",21,0.2,NA,NA
"739",739,67005,"UF2-4",20240613,8,4,6,"Northern Parula",0.269382834434509,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240613_080400.wav",24,0.2,NA,NA
"740",740,67001,"UF3-7",20240512,8,1,18,"Northern Parula",0.336434960365295,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240512_080100.wav",19,0.2,NA,NA
"741",741,67006,"UF2-6",20240608,6,3,39,"Northern Parula",0.231234103441238,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240608_060300.wav",23,0.1,NA,NA
"742",742,67005,"UF2-4",20240611,8,3,57,"Northern Parula",0.24534010887146,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240611_080300.wav",24,0.1,NA,NA
"743",743,67006,"UF2-6",20240531,7,4,54,"Northern Parula",0.546014368534088,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Northern_Parula\20240531_070400.wav",22,0.7,NA,NA
